_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
382928898,2024-09-12,32.2786197,35.897042,Jerash,Jerash Qasabah,Yes,Sole proprietorship,ملحمه دامر,Wholesale and Retail Trade,Retail trade (food),بيع لحوم بلديه ومستورده ,776396603,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-12,2024-09-12,16:20:04.271000,16:25:50.076000
382936502,2024-09-10,32.086651,36.0981964,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,مناقيش وبيتزا سنابل القدس,Accommodation and Food Services (Tourism(,Restaurants,بيع المعجنات و البيتزا ,788430043,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-10,2024-09-12,15:45:29.445000,15:33:43.495000
382936515,2024-09-10,32.0867204,36.0981953,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,مؤسسة ابو بهاء الغويري العقارية,Real Estate,Real estate agencies,بيع و شراء الأراضي و العقارات ,777682211,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-10,2024-09-12,15:46:11.922000,15:36:08.419000
382936526,2024-09-10,32.0865831,36.0981479,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,محمص الشويكي,Wholesale and Retail Trade,Retail trade (food),بيع القهوة و المكسرات ,787652431,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-10,2024-09-12,15:46:35.373000,15:38:32.115000
382936529,2024-09-10,32.086632,36.0982119,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,مرام للخلويات,Information Technology,IT services,متجر إصلاح وصيانة للهواتف,799775462,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-10,2024-09-12,15:46:55.954000,15:40:56.530000
382936535,2024-09-10,32.0866933,36.0982775,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,سلينا كيك ,Wholesale and Retail Trade,Retail trade (food),بيع الكعك من منتجات سلينا كيك,777032117,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-10,2024-09-12,15:47:17.698000,15:42:59.962000
382936543,2024-09-12,32.0865187,36.0998785,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,الكيلاني سنتر,Wholesale and Retail Trade,Retail trade (furniture),بيع الأثاث و مستلزمات المنازل,799633401,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,15:58:10.753000,16:03:56.970000
382936551,2024-09-12,32.0864932,36.099892,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,معرض الصيني هون ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع مستلزمات المنازل و النثريات,788722110,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:04:01.429000,16:06:39.072000
382936562,2024-09-12,32.0864951,36.0999159,Zarqaa,Zarqa Al-Qasabeh,Yes,Public shareholding,الاسمر للمنظفات ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع المنظفات و مستلزمات النظافة الشخصية ,797321456,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:06:42.255000,16:09:51.590000
382936582,2024-09-12,32.0864645,36.0998899,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,بلاتينيوم للكمبيوتر و الخلويات ,Wholesale and Retail Trade,Retail trade (electronics),بيع وصيانة الأجهزة الخلوية و الكومبيوتر ,799114003,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:27:28.361000,16:39:48.368000
382936593,2024-09-12,32.0864828,36.0999013,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,محلات اورانا للطيور و أسماك الزينة,Wholesale and Retail Trade,Retail trade (general merchandise),بيع الحيوانات الأليفة و اطعمتهم,787229393,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:30:48.662000,16:43:22.548000
382936597,2024-09-12,32.0864792,36.0999266,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,مكتبة ناصر الدين ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع القرطاسية و الالعاب,797653110,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:31:20.669000,16:46:04.927000
382936612,2024-09-12,32.0865006,36.0998904,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,محلات راغب لمواد البناء,Wholesale and Retail Trade,Retail trade (general merchandise),بيع مواد البناء و الدهانات,799563114,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:32:13.361000,16:47:51.357000
382936638,2024-09-12,32.0864728,36.0999107,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,اكادمية فايجر للسباحة,"Arts, Entertainment, and Recreation",Sports,مسبح و اكادمية لتعليم السباحة ,797553761,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,مدربين سباحه و ريسبشن,2024-09-12,2024-09-12,16:32:52.357000,16:51:49.099000
382936646,2024-09-12,32.0864732,36.0998967,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,مطعم الحناين,Accommodation and Food Services (Tourism(,Restaurants,مطعم لبيع السناكات و الشاورما,788110342,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,موظف صالة,2024-09-12,2024-09-12,16:33:30.941000,16:54:21.432000
382936658,2024-09-12,32.0864793,36.0998995,Zarqaa,Zarqa Al-Qasabeh,Yes,Private shareholding,بيتزا ومعجنات اكارم العرب,Accommodation and Food Services (Tourism(,Restaurants,بيع المعجنات و البيتزا ,777855340,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:33:59.290000,16:56:05.712000
382965571,2024-09-11,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,صيدليه الشفاء,Human Health and Social Work Activities,Medical practices,صيدليه,775364122,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,,2024-09-11,2024-09-11,22:29:28.302000,22:35:16.160000
382972757,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,المكتبه الذكيه,Administrative and Support Services,Office administration,مكتبه,770230559,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:57:52.758000,18:01:51.237000
382972766,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,راشد للألعاب الالكترونيه,Information Technology,IT services,محل بلاستيشن,779475701,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:05:42.561000,18:11:03.353000
382975468,2024-09-12,32.278614,35.897052,Jerash,Jerash Qasabah,Yes,Sole proprietorship,الكنجي,Wholesale and Retail Trade,Retail trade (general merchandise),مواد غذائية,775759895,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:13:59.678000,18:16:07.249000
382977439,2024-09-12,32.2786153,35.8969707,Jerash,Jerash Qasabah,Yes,Sole proprietorship,بقالة الأمانة,Wholesale and Retail Trade,Retail trade (general merchandise),البان ومواد تموينيه,6351086,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:16:53.155000,18:19:43.796000
382984139,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,النسر العربي,Financial Services,Financial consulting,استشارات محاسبيه,772611391,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:11:30.507000,18:14:49.917000
382984146,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,هيفاء الزغول للتصوير والبرمجيات,Information Technology,Software development,تصوير وتطوير الترمجيات,779745701,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:16:11.782000,18:33:17.698000
382988017,2024-09-12,30.318876,35.4797001,Maan,Petra,Yes,Sole proprietorship,فندق الجوهرة,Accommodation and Food Services (Tourism(,Hotels,الإقامة والضيافة ,776903172,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:39:43.964000,16:46:19.446000
382988025,2024-09-12,30.2583696,35.4555491,Maan,Petra,Yes,Sole proprietorship,هايبرد الأخوه,Wholesale and Retail Trade,Wholesale trading,مواد تموينية ومنظفات,779530068,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,16:55:02.507000,17:02:53.491000
382988032,2024-09-12,30.258339,35.4563022,Maan,Petra,Yes,Sole proprietorship,الوالي ,Service Activities,Repair services,تصليح الأجهزة الإلكترونية والكهربائية,791008970,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:03:03.838000,17:06:58.994000
382988040,2024-09-12,30.2578804,35.4561325,Maan,Petra,No,Not Registered,صالون ابو مهند ,Human Health and Social Work Activities,Welfare services,مركز تجميل رجالي ,779869278,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:08:56.331000,17:14:38.622000
382988046,2024-09-12,30.2578478,35.4562708,Maan,Petra,Yes,Sole proprietorship,صيدليه الوقار ,Human Health and Social Work Activities,Clinics,صيدلية ادوية,32150350,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:14:52.604000,17:20:19.500000
382988054,2024-09-12,30.257769,35.4563518,Maan,Petra,No,Not Registered,استديو الحميدي ,"Arts, Entertainment, and Recreation",Visual arts,استديو تصوير ,797107448,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:20:35.872000,17:25:09.661000
382988063,2024-09-12,30.2577052,35.4564301,Maan,Petra,Yes,Sole proprietorship,كوفي شوب برستيج,"Arts, Entertainment, and Recreation",Recreation,كفي شوب عام ,778981424,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:25:56.589000,17:28:35.962000
382988068,2024-09-12,30.2575402,35.4565358,Maan,Petra,Yes,Sole proprietorship,مطعم البتراء للوجبات السريعة,Accommodation and Food Services (Tourism(,Restaurants,زنجر / شورما / سناكات,779940752,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:29:04.826000,17:34:12.753000
382988075,2024-09-12,30.2570405,35.4578962,Maan,Petra,Yes,Sole proprietorship,سوبر ماركت المملكة ,Wholesale and Retail Trade,Retail trade (general merchandise),مواد تموينية,777991575,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:34:45.545000,17:38:11.538000
382988080,2024-09-12,30.2570315,35.4583751,Maan,Petra,Yes,Sole proprietorship,كفي شوب سوالف,"Arts, Entertainment, and Recreation",Recreation,كفي شوب/ اراقيل /. مشروبات ,798715525,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:38:23.686000,17:42:59.329000
382988089,2024-09-12,30.2569973,35.4586725,Maan,Petra,Yes,Sole proprietorship,قهوه باب الحارة ,Wholesale and Retail Trade,Retail trade (food),مواد تموينية ,772114714,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:46:10.813000,17:48:46.457000
382988096,2024-09-12,30.2569019,35.4588814,Maan,Petra,Yes,Sole proprietorship,سوبر ماركت جاره الوادي,Wholesale and Retail Trade,Retail trade (general merchandise),مواد تموينية/ منظفات,772924680,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:51:11.269000,17:58:29.061000
382988103,2024-09-12,30.256889,35.458903,Maan,Petra,Yes,Sole proprietorship,قهونجي ,Wholesale and Retail Trade,Retail trade (food),مواد تموينيه وعصائر,796240899,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,17:58:38.368000,18:02:50.970000
382988108,2024-09-12,30.2561288,35.4598099,Maan,Petra,Yes,Sole proprietorship,مخبز وحلويات انوار الطيبة ,Accommodation and Food Services (Tourism(,Restaurants,مخبوزات / حلويات,772117120,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:07:29.294000,18:10:22.485000
382988115,2024-09-12,30.2561461,35.4599268,Maan,Petra,Yes,Sole proprietorship,مؤسسة ديما للألبسة,Wholesale and Retail Trade,Retail trade (general merchandise),ملابس نسائية / رجالي/ أطفال ,772033368,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:10:36.598000,18:14:02.314000
382988126,2024-09-12,30.2560795,35.4600225,Maan,Petra,Yes,Sole proprietorship,محلات دكتور فون,Wholesale and Retail Trade,Retail trade (electronics),خلويات/ اجهزه حاسوب / تصليح / إكسسوارات ,799361207,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:23:43.895000,18:30:11.674000
382988130,2024-09-12,30.2561074,35.4600616,Maan,Petra,Yes,Sole proprietorship,محلات جمله ابو نص,Wholesale and Retail Trade,Retail trade (general merchandise),نثريات / مواد تجميل / اكسسوارات ,772107877,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:38:04.427000,18:41:40.127000
383003336,2024-09-12,32.3323294,35.7520522,Ajloun,Ajloun Qasabah,No,Not Registered,الشيخ للمطابخ والابواب,Manufacturing,Metal fabrication,تفصيل مطابخ وشبابيك وابواب,775322710,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:11:04.937000,19:14:30.460000
383021796,2024-09-12,32.3636287,35.665449,Ajloun,Ajloun Qasabah,No,Not Registered,حلويات شيخ,Accommodation and Food Services (Tourism(,Restaurants,حلويات,775758986,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:49:47.027000,19:54:55.919000
383040063,2024-09-12,30.2561097,35.4600043,Maan,Petra,Yes,Sole proprietorship,قهوه ملك ,"Arts, Entertainment, and Recreation",Recreation,عصائر / سناكات / دخان / اراجيل,77243498,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:42:43.875000,18:48:52.882000
383040067,2024-09-12,30.2561852,35.4600459,Maan,Petra,Yes,Sole proprietorship,صيدلية الكربون,Human Health and Social Work Activities,Clinics,أدوية طبية,785957068,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:49:12.628000,18:52:44.850000
383040073,2024-09-12,30.2560699,35.4601611,Maan,Petra,Yes,Sole proprietorship,محل المستقبل للخلويات,Wholesale and Retail Trade,Retail trade (electronics),خلويات/ اجهزه حاسوب / اكسسوارات ,795496395,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,18:54:38.453000,18:58:47.025000
383040081,2024-09-12,30.2566798,35.4617981,Maan,Petra,Yes,Sole proprietorship,مركز هيثم العوامرة لفحص سيارات,Service Activities,Repair services,صيانه وتصليح وفحص السيارات ,777755347,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:07:08.638000,19:10:21.471000
383040087,2024-09-12,30.256315,35.4628492,Maan,Petra,Yes,Sole proprietorship,دراي كلين الطيبة ,Administrative and Support Services,Cleaning services,دراي كلين عام,775579909,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:10:26.363000,19:17:10.500000
383040094,2024-09-12,30.2560532,35.4628595,Maan,Petra,Yes,Sole proprietorship,مؤسسه أبناء العز التجارية,Wholesale and Retail Trade,Wholesale trading,نثريات ,772335854,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:17:14.766000,19:21:22.064000
383040096,2024-09-12,30.2557612,35.4637565,Maan,Petra,Yes,Sole proprietorship,مطعم ومشاوي اهل الخير,Accommodation and Food Services (Tourism(,Restaurants,مأكولات عربية مشاوي,777071066,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:23:52.907000,19:27:14.862000
383040100,2024-09-12,30.255341,35.4638453,Maan,Petra,Yes,Sole proprietorship,محطه عيون الطيبة المثالية,Human Health and Social Work Activities,Welfare services,محطه تعبئه ونقل مياه الصحية,770310237,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:28:33.493000,19:36:42.732000
383040101,2024-09-12,30.2553132,35.4639254,Maan,Petra,No,Not Registered,القزعه للتنجيد,Manufacturing,Textile manufacturing,تنجيد بشكل عام بيوت وسيارات,770310237,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:36:49.719000,19:38:56.412000
383040105,2024-09-12,30.2542026,35.4639809,Maan,Petra,Yes,Sole proprietorship,ماهر قنديل للتنجبد وستائر,Manufacturing,Textile manufacturing,منجد عام,775521214,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:38:59.021000,19:44:33.261000
383040109,2024-09-12,30.250013,35.4677381,Maan,Petra,Yes,Sole proprietorship,ميني ماركت مكه ,Wholesale and Retail Trade,Retail trade (general merchandise),بضائع عامه,778759054,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:50:49.614000,19:57:33.278000
383040112,2024-09-12,30.2492963,35.4681079,Maan,Petra,Yes,Sole proprietorship,مكتبه الطيبة للقرطاسية,Wholesale and Retail Trade,Retail trade (general merchandise),قرطاسية/ شنط / إكسسوارات ,772351250,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,19:59:25.870000,20:03:45.406000
383040118,2024-09-12,30.2485014,35.4685531,Maan,Petra,Yes,Sole proprietorship,مخيطه الأمل ,Manufacturing,Textile manufacturing,مخيطه ملابس وحباكه,777127434,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:05:44.112000,20:13:07.101000
383040124,2024-09-12,30.2483559,35.4683377,Maan,Petra,Yes,Sole proprietorship,صالون الخال / مركز تجميل,Human Health and Social Work Activities,Welfare services,مركز تجميل رجالي ,772050043,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:15:32.150000,20:18:48.989000
383040129,2024-09-12,30.2483655,35.4684317,Maan,Petra,No,Not Registered,قهوه وكفي ابو علي  ,Wholesale and Retail Trade,Retail trade (food),مكسرات / اراقيل / دخان / عصائر/ مواد تموينية,777563977,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:18:55.156000,20:25:26.746000
383040139,2024-09-12,30.2482833,35.4687862,Maan,Petra,Yes,Sole proprietorship,مكتب بشار للخدمات الإلكترونية واللوجستية,Administrative and Support Services,Office administration,استشارات وخدمات إلكترونية ,772304309,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:25:31.430000,20:30:56.442000
383040144,2024-09-12,30.2480386,35.4691465,Maan,Petra,No,Not Registered,محمص ركوه زمان,Wholesale and Retail Trade,Retail trade (food),محمص عام,775382782,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:34:41.807000,20:39:54.178000
383044535,2024-09-12,30.2477772,35.4694663,Maan,Petra,Yes,Sole proprietorship,تاج سنتر للألبسة,Wholesale and Retail Trade,Retail trade (apparel),ملابس ,770162146,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-12,2024-09-12,20:42:06.545000,20:45:01.677000
